id,novel,motivation,experiment,relatework,readable,arxiv,Fscore
1251,0,-1,1,0,-1,-1,0.428571429
1252,0,0,-1,0,0,-1,-0.428571429
1253,0,1,-1,0,0,-1,0.428571429
1254,0,0,0,0,0,-1,0.428571429
1255,0,0,-1,0,0,-1,-0.428571429
1256,0,0,0,0,0,-1,0.428571429
1257,0,0,-1,-1,0,-1,-1
1258,0,0,-1,0,0,-1,-0.428571429
1259,-1,0,-1,0,0,-1,0.428571429
1260,0,0,-1,0,0,-1,-1
1261,-1,0,-1,-1,-1,-1,-0.428571429
1262,0,1,-1,0,-1,-1,0.428571429
1263,0,0,-1,0,0,-1,-1
1264,0,0,-1,0,0,-1,-1
1265,-1,0,-1,-1,-1,-1,-0.428571429
1266,0,0,-1,0,-1,-1,-0.428571429
1267,0,-1,0,0,-1,-1,-0.428571429
1268,0,0,-1,0,1,-1,0.428571429
1269,-1,0,-1,-1,0,-1,0.428571429
1270,0,0,-1,0,0,-1,-0.428571429
1271,0,1,0,-1,0,-1,-1
1272,-1,0,-1,0,0,-1,-0.428571429
1273,-1,0,-1,-1,0,-1,-1
1274,0,0,0,0,0,1,0.428571429
1275,-1,1,-1,0,0,1,0.428571429
1276,-1,-1,-1,0,-1,1,-0.428571429
1277,1,0,-1,0,0,-1,-1
1278,-1,0,-1,0,0,-1,-0.428571429
1279,0,0,-1,0,-1,-1,-0.428571429
1280,-1,0,0,-1,0,-1,-0.428571429
1281,-1,0,0,0,0,-1,-0.428571429
1282,0,0,0,0,0,-1,0.428571429
1283,-1,-1,1,0,0,-1,-0.428571429
1284,0,0,-1,0,0,-1,0.428571429
1285,0,0,-1,0,0,-1,0.428571429
1286,0,0,-1,0,0,-1,0.428571429
1287,-1,0,-1,-1,0,-1,-0.428571429
1288,-1,0,-1,0,1,-1,-0.428571429
1289,0,-1,-1,-1,-1,-1,-0.428571429
1290,0,0,0,0,0,-1,0.428571429
1291,0,-1,-1,0,-1,-1,-0.428571429
1292,1,-1,-1,0,-1,-1,-0.428571429
1293,0,0,-1,0,-1,-1,0.428571429
1294,0,-1,-1,0,-1,-1,-0.428571429
1295,0,0,-1,-1,0,-1,-0.428571429
1296,0,0,-1,0,0,-1,0.428571429
1297,0,0,-1,0,0,-1,0.428571429
1298,0,0,-1,0,0,-1,-0.428571429
1299,0,1,-1,0,-1,-1,1
1300,0,0,-1,0,-1,-1,-0.428571429
1301,0,0,-1,0,0,-1,1
1302,0,0,-1,0,0,1,0.428571429
1303,0,0,0,0,0,1,0.428571429
1304,0,0,-1,0,0,1,0.428571429
1305,-1,-1,-1,0,-1,-1,-1
1306,0,0,-1,0,0,-1,-0.428571429
1307,-1,0,-1,0,0,-1,-1
1308,0,0,-1,0,0,-1,-0.428571429
1309,0,0,0,0,0,-1,0.428571429
1310,0,-1,1,-1,0,-1,0.428571429
1311,0,0,-1,0,0,1,1
1312,-1,0,-1,0,0,1,-0.428571429
1313,0,0,-1,-1,-1,1,-1
1314,0,0,0,0,0,-1,-0.428571429
1315,-1,-1,-1,-1,0,-1,-0.428571429
1316,0,0,0,-1,0,-1,-0.428571429
1317,0,0,-1,0,0,-1,-0.428571429
1318,0,0,0,0,0,-1,0.428571429
1319,0,0,-1,0,0,-1,0.428571429
1320,-1,0,-1,-1,0,-1,1
1321,0,0,-1,0,0,-1,-0.428571429
1322,0,0,-1,0,0,-1,-0.428571429
1323,0,0,-1,-1,0,-1,0.428571429
1324,0,1,-1,-1,0,-1,1
1325,0,0,-1,0,0,-1,1
1326,0,0,-1,0,0,1,0.428571429
1327,0,0,-1,-1,0,1,0.428571429
1328,0,0,-1,0,-1,1,0.428571429
1329,0,0,-1,0,0,1,-0.428571429
1330,0,0,0,0,0,1,-0.428571429
1331,0,1,-1,0,0,1,1
1332,0,0,-1,0,-1,-1,-0.428571429
1333,0,0,1,0,0,-1,-1
1334,0,0,-1,-1,0,-1,-0.428571429
1335,0,0,-1,0,0,-1,0.428571429
1336,0,-1,-1,0,-1,-1,-1
1337,0,0,-1,0,0,-1,0.428571429
1338,0,0,-1,0,-1,-1,-0.428571429
1339,0,0,-1,0,-1,-1,-0.428571429
1340,0,0,-1,0,-1,-1,-0.428571429
1341,0,-1,0,0,0,-1,-1
1342,0,0,-1,0,-1,-1,-1
1343,1,1,-1,0,0,-1,-1
1344,-1,1,0,0,1,1,0.428571429
1345,0,0,-1,0,-1,1,0.428571429
1346,0,0,-1,0,0,1,1
1347,0,0,0,0,-1,-1,1
1348,0,0,-1,0,0,-1,-1
1349,0,0,-1,0,0,-1,1
1350,0,0,-1,0,0,-1,0.428571429
1351,0,0,-1,-1,0,-1,0.428571429
1352,0,0,0,0,0,-1,-0.428571429
1353,-1,-1,-1,-1,-1,-1,-0.428571429
1354,1,1,-1,0,-1,-1,0.428571429
1355,0,-1,-1,0,-1,-1,0.428571429
1356,0,0,0,0,0,-1,0.428571429
1357,-1,-1,-1,0,-1,-1,-0.428571429
1358,0,0,1,-1,-1,-1,1
1359,0,0,-1,0,-1,1,0.428571429
1360,0,0,-1,0,-1,1,-0.428571429
1361,0,-1,-1,0,-1,1,-0.428571429
1362,1,1,-1,0,0,-1,1
1363,0,0,1,0,0,-1,1
1364,0,-1,-1,-1,0,1,0.428571429
1365,-1,0,-1,0,1,1,0.428571429
1366,-1,-1,-1,-1,0,-1,0.428571429
1367,-1,-1,0,0,-1,-1,-0.428571429
1368,0,0,-1,0,0,-1,-0.428571429
1369,0,0,-1,-1,-1,-1,-1
1370,0,0,0,0,-1,-1,-1
1371,0,1,-1,-1,-1,-1,-0.428571429
1372,0,0,-1,0,0,-1,0.428571429
1373,0,0,0,-1,0,-1,0.428571429
1374,0,0,-1,-1,0,-1,-0.428571429
1375,0,0,-1,0,-1,-1,-0.428571429
1376,0,0,-1,0,-1,-1,-0.428571429
1377,0,0,-1,-1,0,-1,-0.428571429
1378,0,0,0,0,0,1,-0.428571429
1379,-1,0,-1,0,0,1,-0.428571429
1380,0,0,-1,0,0,1,-0.428571429
1381,-1,0,0,0,1,-1,-0.428571429
1382,1,0,-1,0,-1,-1,-0.428571429
1383,-1,0,1,0,-1,-1,-1
1384,0,0,-1,-1,-1,-1,0.428571429
1385,0,0,-1,0,-1,-1,-0.428571429
1386,-1,0,-1,-1,0,-1,-1
1387,-1,0,0,0,-1,1,0.428571429
1388,0,0,0,0,0,1,1
1389,0,0,0,0,0,1,0.428571429
1390,-1,0,-1,0,-1,-1,-0.428571429
1391,0,0,0,-1,0,-1,0.428571429
1392,0,0,-1,0,0,-1,-0.428571429
1393,-1,0,0,-1,0,-1,0.428571429
1394,0,1,-1,1,0,-1,0.428571429
1395,0,0,0,0,-1,-1,-0.428571429
1396,0,0,-1,0,-1,-1,1
1397,0,0,-1,-1,0,-1,0.428571429
1398,1,0,-1,-1,-1,-1,-0.428571429
1399,-1,0,0,-1,-1,-1,-0.428571429
1400,0,0,0,0,0,-1,0.428571429
1401,0,0,-1,0,-1,-1,0.428571429
1402,0,0,-1,0,0,-1,0.428571429
1403,0,0,-1,0,0,-1,1
1404,0,0,-1,0,0,-1,1
1405,0,0,-1,0,0,-1,0.428571429
1406,0,0,-1,0,0,-1,0.428571429
1407,0,0,-1,0,0,-1,-0.428571429
1408,-1,0,0,0,-1,-1,-0.428571429
1409,0,0,-1,-1,0,-1,1
1410,0,0,1,0,-1,-1,-1
1411,0,0,-1,0,0,-1,-1
1412,0,0,-1,0,0,-1,-1
1413,0,0,0,0,0,-1,1
1414,-1,0,-1,0,0,-1,-0.428571429
1415,0,0,-1,0,0,-1,0.428571429
1416,0,0,0,0,0,-1,1
1417,-1,0,-1,0,0,1,-0.428571429
1418,0,0,-1,0,0,1,0.428571429
1419,0,-1,-1,-1,-1,1,-0.428571429
1420,0,0,-1,-1,0,-1,-0.428571429
1421,0,0,-1,0,0,-1,-0.428571429
1422,0,0,-1,0,-1,-1,-0.428571429
1423,0,0,-1,-1,0,-1,-1
1424,0,0,-1,-1,0,1,-0.428571429
1425,0,0,-1,-1,-1,1,-0.428571429
1426,0,-1,-1,0,0,1,-0.428571429
1427,0,0,-1,0,0,-1,-0.428571429
1428,-1,0,0,0,0,-1,-0.428571429
1429,0,0,-1,0,0,-1,-0.428571429
1430,0,0,-1,0,-1,-1,-0.428571429
1431,-1,0,-1,0,0,-1,-1
1432,0,0,-1,0,-1,-1,-0.428571429
1433,-1,0,-1,-1,0,-1,-0.428571429
1434,-1,0,-1,0,0,-1,-1
1435,0,0,1,0,0,-1,-0.428571429
1436,0,0,-1,0,-1,-1,-1
1437,-1,0,-1,0,0,-1,-0.428571429
1438,0,0,-1,0,0,-1,0.428571429
1439,0,0,-1,0,0,-1,1
1440,0,0,-1,0,0,1,0.428571429
1441,-1,0,-1,0,0,1,0.428571429
1442,0,0,-1,-1,0,1,-0.428571429
1443,-1,0,1,0,-1,1,0.428571429
1444,-1,0,-1,0,-1,1,-0.428571429
1445,0,1,-1,0,0,1,-0.428571429
1446,0,0,-1,-1,0,-1,-0.428571429
1447,-1,0,-1,-1,0,-1,-0.428571429
1448,0,0,0,0,0,-1,-0.428571429
1449,-1,0,-1,0,0,-1,-1
1450,0,0,-1,-1,-1,-1,-0.428571429
1451,0,0,-1,0,0,-1,0.428571429
1452,0,0,-1,0,-1,1,1
1453,0,-1,-1,0,0,1,1
1454,0,0,0,0,0,1,0.428571429
1455,0,0,-1,-1,0,-1,-0.428571429
1456,0,0,0,0,-1,-1,0.428571429
1457,0,-1,-1,0,-1,-1,-0.428571429
1458,0,0,-1,0,0,-1,-0.428571429
1459,-1,-1,-1,0,0,-1,0.428571429
1460,0,0,1,0,0,-1,0.428571429
1461,-1,-1,-1,0,0,-1,-1
1462,0,0,-1,0,-1,-1,-1
1463,0,-1,-1,0,0,-1,-0.428571429
1464,0,0,-1,0,1,1,-0.428571429
1465,0,0,1,0,0,1,0.428571429
1466,1,0,-1,0,-1,1,-0.428571429
1467,0,0,0,-1,-1,-1,-0.428571429
1468,0,0,0,0,0,-1,-1
1469,-1,0,-1,0,0,-1,-1
1470,0,0,0,0,0,1,0.428571429
1471,-1,0,-1,0,0,1,0.428571429
1472,0,0,-1,0,-1,1,0.428571429
1473,-1,-1,-1,0,0,-1,-0.428571429
1474,0,0,0,0,-1,-1,-0.428571429
1475,0,0,1,0,1,-1,1
1476,-1,0,0,0,0,-1,-0.428571429
1477,-1,0,-1,0,0,-1,-0.428571429
1478,-1,0,0,0,0,-1,-0.428571429
1479,0,0,-1,0,0,-1,-0.428571429
1480,0,0,-1,0,-1,-1,0.428571429
1481,-1,0,-1,0,0,-1,-1
1482,0,0,-1,0,0,-1,0.428571429
1483,0,-1,-1,-1,0,-1,1
1484,0,0,-1,0,0,-1,-0.428571429
1485,0,0,-1,0,0,-1,-0.428571429
1486,0,0,-1,0,-1,-1,-0.428571429
1487,0,0,-1,0,0,-1,0.428571429
1488,1,-1,-1,0,-1,-1,-0.428571429
1489,-1,0,-1,0,-1,-1,-0.428571429
1490,-1,0,-1,0,-1,-1,-0.428571429
1491,-1,0,-1,0,0,-1,-1
1492,0,0,-1,0,0,-1,0.428571429
1493,-1,0,0,0,0,-1,0.428571429
1494,-1,0,-1,0,-1,-1,-0.428571429
1495,0,0,-1,0,-1,-1,-0.428571429
1496,0,0,-1,0,0,-1,-0.428571429
1497,0,0,0,0,0,-1,1
1498,0,0,-1,-1,0,-1,-0.428571429
1499,-1,0,-1,0,0,-1,-0.428571429
1500,0,0,-1,0,0,1,-0.428571429
1501,0,0,-1,0,0,1,-0.428571429
1502,0,0,0,-1,0,-1,-0.428571429
1503,0,0,-1,0,0,-1,-0.428571429
1504,-1,0,-1,0,0,-1,-0.428571429
1505,-1,0,-1,0,-1,-1,-1
1506,0,0,-1,0,-1,-1,-1
1507,0,0,-1,0,0,-1,-0.428571429
1508,0,0,0,0,0,-1,-1
1509,-1,0,0,0,0,-1,-0.428571429
1510,1,0,0,0,0,-1,0.428571429
1511,-1,0,-1,0,0,1,0.428571429
1512,-1,1,-1,0,-1,1,-0.428571429
1513,-1,0,-1,0,0,1,-0.428571429
1514,0,0,-1,0,0,-1,-0.428571429
1515,0,0,1,0,0,-1,-0.428571429
1516,0,-1,0,-1,0,-1,-1
1517,0,0,-1,0,0,-1,0.428571429
1518,0,1,-1,0,0,-1,1
1519,0,0,0,0,0,-1,1
1520,-1,0,0,-1,0,-1,0.428571429
1521,-1,0,-1,-1,-1,-1,-1
1522,0,0,0,0,-1,-1,1
1523,0,0,-1,-1,0,-1,0.428571429
1524,0,0,0,0,0,-1,-0.428571429
1525,-1,0,-1,-1,0,-1,-0.428571429
1526,0,0,-1,-1,0,-1,-1
1527,0,0,-1,0,0,-1,0.428571429
1528,0,0,-1,0,0,-1,1
1529,0,0,-1,0,-1,-1,0.428571429
1530,0,-1,-1,0,-1,-1,0.428571429
1531,0,-1,1,0,0,-1,-0.428571429
1532,-1,0,-1,0,0,-1,-1
1533,0,0,-1,0,0,-1,1
1534,0,0,-1,0,-1,-1,-0.428571429
1535,0,0,-1,0,0,-1,0.428571429
1536,-1,0,-1,0,-1,-1,-0.428571429
1537,0,0,-1,0,0,-1,-1
1538,-1,-1,-1,0,-1,-1,-0.428571429
1539,0,-1,-1,0,0,-1,-0.428571429
1540,1,0,-1,0,0,-1,0.428571429
1541,0,0,0,0,0,-1,0.428571429
1542,1,0,0,0,0,-1,-0.428571429
1543,0,0,-1,-1,0,-1,0.428571429
1544,0,0,-1,0,0,-1,1
1545,0,0,-1,0,0,-1,0.428571429
1546,0,0,0,0,-1,1,0.428571429
1547,0,0,-1,0,-1,1,-0.428571429
1548,0,0,-1,-1,0,1,-0.428571429
1549,0,0,-1,0,0,1,-0.428571429
1550,0,0,-1,0,0,1,-0.428571429
1551,0,0,-1,0,0,1,0.428571429
1552,0,0,-1,0,0,-1,-0.428571429
1553,0,0,0,0,-1,-1,-0.428571429
1554,0,-1,-1,0,0,-1,0.428571429
1555,-1,0,-1,0,0,-1,-0.428571429
1556,0,0,-1,-1,-1,-1,-0.428571429
1557,0,-1,-1,0,-1,-1,0.428571429
1558,0,1,0,0,0,-1,-0.428571429
1559,0,0,-1,0,0,-1,0.428571429
1560,0,0,0,0,0,-1,1
1561,0,0,-1,0,0,-1,0.428571429
1562,1,0,-1,-1,0,-1,1
1563,0,1,-1,0,0,-1,-1
1564,0,0,-1,0,0,-1,0.428571429
1565,0,0,-1,-1,0,-1,-0.428571429
1566,0,0,-1,-1,0,-1,0.428571429
1567,0,0,-1,0,0,-1,-0.428571429
1568,0,0,0,-1,0,-1,0.428571429
1569,1,0,1,-1,0,-1,-0.428571429
1570,1,0,-1,0,0,-1,-0.428571429
1571,0,0,-1,0,0,1,-0.428571429
1572,0,0,-1,0,0,1,0.428571429
1573,0,0,-1,0,0,1,-0.428571429
1574,0,0,-1,0,0,-1,-0.428571429
1575,0,0,-1,0,0,-1,1
1576,-1,0,-1,-1,0,-1,0.428571429
1577,1,-1,-1,0,0,-1,-0.428571429
1578,-1,0,-1,0,0,-1,-0.428571429
1579,-1,0,1,0,0,-1,0.428571429
1580,0,0,1,0,0,-1,1
1581,0,-1,-1,0,0,-1,-0.428571429
1582,0,0,0,0,0,-1,-1
1583,-1,0,-1,0,0,-1,0.428571429
1584,0,0,-1,0,0,-1,-1
1585,0,0,-1,-1,0,-1,-0.428571429
1586,0,0,0,-1,-1,-1,-1
1587,0,0,-1,0,0,-1,-0.428571429
1588,0,0,-1,0,0,-1,0.428571429
1589,0,1,-1,-1,0,-1,-0.428571429
1590,0,0,-1,0,0,-1,-0.428571429
1591,-1,0,1,0,0,-1,-0.428571429
1592,-1,0,-1,0,0,-1,-0.428571429
1593,0,0,-1,0,-1,-1,0.428571429
1594,0,0,0,-1,0,-1,0.428571429
1595,0,0,-1,-1,0,-1,-0.428571429
1596,0,0,-1,0,0,-1,-1
1597,0,-1,-1,-1,0,-1,-1
1598,0,-1,-1,0,0,-1,-1
1599,0,-1,-1,-1,0,-1,-0.428571429
1600,0,0,-1,0,-1,-1,-0.428571429
1601,-1,-1,-1,0,-1,-1,-1
1602,-1,0,-1,0,-1,-1,-0.428571429
1603,-1,-1,-1,0,0,-1,-1
1604,0,0,-1,0,0,-1,-1
1605,0,0,-1,0,0,-1,-0.428571429
1606,-1,-1,-1,-1,1,-1,-0.428571429
1607,1,1,-1,0,0,-1,0.428571429
1608,-1,0,-1,0,0,-1,-0.428571429
1609,-1,-1,-1,0,0,-1,-0.428571429
1610,1,0,-1,-1,-1,-1,-0.428571429
1611,0,0,-1,0,0,-1,-0.428571429
1612,-1,0,-1,0,0,-1,-0.428571429
1613,0,0,-1,0,-1,-1,-0.428571429
1614,0,0,0,0,0,-1,0.428571429
1615,0,0,-1,0,0,-1,0.428571429
1616,-1,0,-1,0,0,-1,1
1617,0,0,-1,-1,0,-1,0.428571429
1618,0,0,1,0,0,-1,1
1619,1,0,-1,-1,0,-1,0.428571429
1620,0,0,-1,0,0,-1,0.428571429
1621,0,-1,-1,-1,0,-1,-0.428571429
1622,0,0,1,0,0,-1,0.428571429
1623,0,0,-1,-1,-1,-1,0.428571429
1624,0,0,-1,-1,0,-1,-0.428571429
1625,0,1,-1,0,0,-1,0.428571429
1626,0,0,-1,-1,0,-1,0.428571429
1627,0,0,0,0,-1,-1,0.428571429
1628,0,0,-1,-1,0,-1,-1
1629,0,0,1,0,0,-1,-0.428571429
1630,-1,0,-1,0,0,-1,-0.428571429
1631,0,0,-1,0,0,-1,0.428571429
1632,0,0,-1,0,0,-1,-0.428571429
1633,0,0,-1,-1,-1,-1,-1
1634,0,0,-1,0,0,-1,0.428571429
1635,0,-1,-1,0,-1,-1,0.428571429
1636,0,1,-1,0,0,-1,1
1637,0,0,-1,0,0,-1,0.428571429
1638,-1,0,-1,-1,0,-1,-1
1639,0,1,-1,0,0,-1,0.428571429
1640,0,0,-1,0,0,-1,-0.428571429
1641,0,0,-1,-1,0,-1,-1
1642,-1,0,-1,0,0,-1,-0.428571429
1643,-1,0,1,0,0,-1,-1
1644,0,0,-1,-1,-1,-1,-0.428571429
1645,0,0,1,-1,0,-1,1
1646,0,0,-1,-1,0,1,0.428571429
1647,0,0,-1,-1,-1,1,0.428571429
1648,-1,0,-1,0,-1,1,-0.428571429
1649,0,0,-1,0,0,-1,0.428571429
1650,0,0,-1,0,0,-1,0.428571429
1651,0,0,-1,-1,0,-1,-1
1652,0,0,0,0,0,-1,-0.428571429
1653,-1,0,-1,0,0,-1,-0.428571429
1654,0,-1,-1,-1,-1,-1,-0.428571429
1655,0,0,-1,-1,-1,-1,-0.428571429
1656,-1,0,-1,1,-1,-1,0.428571429
1657,-1,0,0,0,-1,-1,-0.428571429
1658,0,0,0,0,0,-1,1
1659,0,0,0,0,-1,-1,-0.428571429
1660,0,0,0,0,0,-1,0.428571429
1661,0,0,-1,-1,-1,-1,0.428571429
1662,0,0,0,-1,0,-1,1
1663,0,0,0,0,0,-1,0.428571429
1664,-1,-1,-1,0,0,-1,1
1665,0,-1,-1,0,0,-1,-0.428571429
1666,0,-1,-1,-1,0,-1,1
1667,-1,1,-1,-1,-1,-1,1
1668,0,0,-1,0,0,-1,0.428571429
1669,-1,0,1,0,0,-1,-0.428571429
1670,-1,0,-1,0,0,-1,-1
1671,0,0,-1,0,0,-1,-0.428571429
1672,0,0,-1,0,0,-1,0.428571429
1673,-1,0,0,0,0,-1,0.428571429
1674,0,-1,-1,0,0,-1,-1
1675,0,0,-1,0,-1,-1,0.428571429
1676,0,0,0,0,-1,-1,-0.428571429
1677,-1,0,-1,0,0,-1,-0.428571429
1678,-1,0,-1,-1,-1,-1,-1
1679,-1,1,0,0,0,-1,0.428571429
1680,-1,0,-1,-1,0,-1,0.428571429
1681,0,0,-1,0,-1,-1,0.428571429
1682,0,0,0,0,-1,-1,-1
1683,0,0,-1,0,0,-1,0.428571429
1684,0,0,-1,0,-1,-1,-0.428571429
1685,-1,0,-1,-1,0,-1,0.428571429
1686,0,0,-1,-1,0,1,-0.428571429
1687,0,0,-1,-1,0,1,-0.428571429
1688,0,0,-1,0,0,1,1
1689,0,0,-1,0,0,-1,-0.428571429
1690,0,0,0,0,0,-1,-0.428571429
1691,0,0,-1,0,0,-1,0.428571429
1692,0,0,0,-1,0,-1,0.428571429
1693,0,0,-1,0,0,-1,-0.428571429
1694,0,0,0,0,-1,-1,-0.428571429
1695,0,0,0,0,-1,-1,-1
1696,0,-1,-1,0,-1,-1,-1
1697,0,-1,-1,0,-1,-1,-1
1698,0,-1,-1,0,0,-1,-1
1699,0,0,-1,0,0,-1,1
1700,-1,0,-1,0,0,-1,-0.428571429
1701,0,0,-1,0,1,-1,1
1702,0,0,-1,0,-1,-1,-0.428571429
1703,-1,0,-1,0,0,-1,0.428571429
1704,0,0,-1,0,-1,-1,0.428571429
1705,-1,1,-1,0,-1,-1,0.428571429
1706,-1,0,1,0,0,-1,-1
1707,0,1,0,0,-1,-1,0.428571429
1708,-1,-1,1,0,0,-1,-0.428571429
1709,0,0,-1,0,0,-1,1
1710,0,0,-1,0,0,-1,-0.428571429
1711,0,1,0,0,0,-1,1
1712,0,0,1,0,0,-1,0.428571429
1713,0,0,-1,0,-1,-1,-1
1714,0,0,-1,0,0,-1,0.428571429
1715,-1,0,-1,0,-1,-1,-0.428571429
1716,0,1,-1,0,0,-1,1
1717,-1,0,1,0,0,-1,-0.428571429
1718,-1,0,-1,0,0,-1,0.428571429
1719,0,0,-1,0,0,-1,0.428571429
1720,-1,0,-1,0,0,-1,-0.428571429
1721,-1,-1,-1,-1,-1,-1,-1
1722,0,0,-1,0,0,-1,0.428571429
1723,0,-1,-1,-1,-1,-1,-0.428571429
1724,1,1,-1,-1,-1,-1,0.428571429
1725,0,0,-1,0,0,-1,-0.428571429
1726,-1,0,-1,0,0,-1,-0.428571429
1727,-1,0,-1,0,0,-1,-0.428571429
1728,0,0,-1,0,1,-1,1
1729,0,0,-1,0,-1,-1,-1
1730,0,0,-1,0,0,-1,0.428571429
1731,0,0,-1,0,0,-1,1
1732,0,0,-1,0,0,-1,-0.428571429
1733,-1,0,-1,0,0,-1,-0.428571429
1734,0,0,-1,0,0,-1,0.428571429
1735,0,0,0,0,0,-1,-0.428571429
1736,0,0,0,0,-1,1,1
1737,0,0,-1,0,0,1,0.428571429
1738,0,0,0,-1,0,1,1
1739,0,0,0,0,0,-1,1
1740,0,0,-1,-1,-1,-1,-0.428571429
1741,0,0,-1,0,-1,-1,-0.428571429
1742,0,0,0,0,0,-1,0.428571429
1743,0,-1,-1,0,0,-1,-1
1744,0,-1,-1,0,0,-1,-0.428571429
1745,0,-1,-1,0,0,-1,0.428571429
1746,1,0,1,0,0,-1,0.428571429
1747,0,0,0,0,0,-1,0.428571429
1748,1,0,1,0,0,-1,0.428571429
1749,0,0,1,0,0,-1,0.428571429
1750,0,0,-1,-1,-1,-1,-0.428571429
1751,0,0,-1,1,0,-1,0.428571429
1752,0,-1,-1,-1,0,-1,-0.428571429
1753,-1,0,0,0,0,-1,-0.428571429
1754,0,0,-1,0,0,-1,-1
1755,-1,0,-1,0,-1,-1,-0.428571429
1756,1,0,1,-1,-1,-1,-0.428571429
1757,0,0,-1,-1,0,-1,-0.428571429
1758,0,0,0,-1,0,-1,0.428571429
1759,0,0,-1,0,0,-1,-0.428571429
1760,0,0,0,0,0,-1,-0.428571429
1761,-1,0,-1,0,-1,-1,-0.428571429
1762,0,-1,-1,0,0,-1,0.428571429
1763,0,0,-1,0,0,-1,-1
1764,-1,0,-1,0,-1,-1,0.428571429
1765,0,0,-1,0,0,1,1
1766,-1,0,-1,0,0,1,-0.428571429
1767,-1,0,0,0,0,1,0.428571429
1768,-1,0,-1,0,-1,1,-0.428571429
1769,0,0,-1,0,-1,-1,0.428571429
1770,0,0,-1,0,0,-1,1
1771,0,0,-1,0,0,-1,1
1772,0,-1,-1,0,0,-1,1
1773,-1,0,-1,0,-1,-1,-0.428571429
1774,0,-1,-1,-1,0,-1,-0.428571429
1775,0,0,0,0,0,-1,-0.428571429
1776,0,0,0,0,0,-1,-0.428571429
1777,0,0,-1,-1,0,-1,0.428571429
1778,0,1,-1,-1,1,-1,1
1779,0,0,-1,-1,-1,-1,1
1780,-1,1,-1,-1,-1,-1,-1
1781,-1,0,-1,0,0,-1,-1
1782,-1,0,-1,-1,0,-1,-1
1783,0,0,0,0,0,-1,0.428571429
1784,0,1,-1,0,0,-1,1
1785,0,0,-1,0,0,-1,-1
1786,0,0,0,0,0,-1,0.428571429
1787,0,0,-1,0,0,-1,-0.428571429
1788,-1,0,-1,0,0,-1,-0.428571429
1789,0,-1,-1,0,0,-1,0.428571429
1790,0,0,0,1,-1,-1,-1
1791,0,-1,1,0,0,-1,-0.428571429
1792,0,0,0,-1,0,-1,-0.428571429
1793,0,0,-1,-1,0,-1,1
1794,0,0,-1,0,0,-1,-0.428571429
1795,0,1,-1,-1,-1,-1,1
1796,0,0,-1,0,0,-1,0.428571429
1797,0,0,-1,0,1,-1,0.428571429
1798,0,0,-1,-1,0,-1,-0.428571429
1799,0,0,-1,0,0,-1,-0.428571429
1800,1,0,-1,-1,0,-1,0.428571429
1801,0,1,-1,0,0,-1,1
1802,-1,1,-1,0,0,-1,-0.428571429
1803,-1,1,1,0,1,-1,0.428571429
1804,-1,1,-1,0,-1,-1,0.428571429
1805,0,0,-1,-1,0,-1,-0.428571429
1806,0,0,-1,0,0,-1,0.428571429
1807,0,0,-1,0,0,1,-0.428571429
1808,0,-1,-1,0,-1,1,-1
1809,0,1,-1,0,0,-1,0.428571429
1810,0,0,-1,0,0,-1,0.428571429
1811,0,0,1,0,0,1,0.428571429
1812,0,0,0,0,0,1,0.428571429
1813,0,0,-1,0,0,1,-0.428571429
1814,0,0,-1,0,0,-1,-0.428571429
1815,0,0,0,0,-1,-1,-0.428571429
1816,0,0,-1,-1,0,-1,0.428571429
1817,0,0,0,-1,0,-1,-0.428571429
1818,-1,-1,-1,1,0,-1,-0.428571429
1819,0,1,0,0,0,-1,1
1820,0,0,0,0,1,-1,0.428571429
1821,1,0,-1,0,0,-1,0.428571429
1822,0,0,1,0,0,-1,-1
1823,0,0,-1,0,0,-1,0.428571429
1824,0,0,0,1,0,-1,1
1825,0,0,-1,0,0,-1,-0.428571429
1826,0,0,0,0,0,-1,-1
1827,-1,0,-1,0,-1,-1,-1
1828,0,0,0,0,0,-1,-0.428571429
1829,0,0,-1,0,0,-1,-0.428571429
1830,0,0,0,0,-1,-1,1
1831,-1,1,-1,-1,-1,-1,-0.428571429
1832,0,0,-1,0,0,-1,-1
1833,-1,0,0,0,0,-1,-1
1834,-1,-1,-1,-1,-1,-1,-0.428571429
1835,-1,0,0,0,0,-1,0.428571429
1836,-1,0,-1,0,0,-1,-0.428571429
1837,0,0,-1,0,-1,-1,-0.428571429
1838,0,0,-1,-1,-1,1,-0.428571429
1839,1,0,-1,0,1,1,0.428571429
1840,0,0,1,0,-1,1,0.428571429
1841,0,0,0,0,-1,1,1
1842,-1,-1,-1,0,-1,-1,-1
1843,-1,0,-1,0,0,-1,0.428571429
1844,0,0,-1,0,-1,-1,-1
1845,0,-1,-1,0,-1,1,0.428571429
1846,-1,0,1,0,-1,1,0.428571429
1847,0,0,-1,0,0,1,0.428571429
1848,0,0,0,0,-1,-1,0.428571429
1849,0,0,-1,-1,0,-1,-0.428571429
1850,0,0,0,0,-1,-1,0.428571429
1851,0,0,-1,-1,-1,-1,-0.428571429
1852,0,0,-1,0,0,-1,-1
1853,0,0,-1,0,-1,-1,-0.428571429
1854,-1,1,-1,0,-1,1,-0.428571429
1855,0,1,-1,-1,1,1,0.428571429
1856,1,0,-1,0,-1,1,-0.428571429
1857,0,-1,-1,0,0,-1,-0.428571429
