id,rebuttal,arxiv,reviewlevel,novel,motivation,experiment,relatework,readable,score
2662,-1,-1,-0.333333333,-1,0,-1,0,1,-0.428571429
2663,-0.6,-1,0.333333333,0,0,-1,0,0,0.428571429
2664,-0.066666667,1,-0.333333333,-1,0,0,0,0,0.428571429
2665,-1,1,0.333333333,0,0,-1,-1,0,-0.428571429
2666,-0.866666667,1,1,1,0,-1,0,0,-0.428571429
2667,-1,1,0.333333333,0,0,-1,-1,-1,0.428571429
2668,-1,-1,-1,0,0,-1,-1,0,0.428571429
2669,-1,-1,-0.333333333,-1,0,-1,0,0,-0.428571429
2670,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
2671,-1,-1,-1,0,1,-1,0,-1,-1
2672,-0.733333333,-1,-0.333333333,0,0,-1,0,0,-0.428571429
2673,-0.733333333,-1,1,-1,0,-1,0,0,-1
2674,-1,1,0.333333333,0,0,-1,-1,-1,-0.428571429
2675,-1,1,0.333333333,0,-1,0,0,-1,-0.428571429
2676,-1,1,0.333333333,0,0,0,0,-1,0.428571429
2677,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
2678,-1,-1,-0.333333333,0,0,-1,0,-1,-0.428571429
2679,-1,-1,-1,0,0,-1,0,0,-0.428571429
2680,-1,-1,1,0,0,0,0,0,0.428571429
2681,-1,-1,-0.333333333,0,0,-1,0,0,-1
2682,-1,-1,0.333333333,0,0,0,0,-1,0.428571429
2683,-1,-1,1,-1,0,-1,0,-1,-0.428571429
2684,-0.733333333,-1,-0.333333333,0,0,0,0,0,0.428571429
2685,-1,-1,0.333333333,1,0,1,0,0,0.428571429
2686,-1,-1,0.333333333,1,0,-1,0,-1,0.428571429
2687,-1,-1,-1,0,0,-1,0,0,0.428571429
2688,-1,-1,0.333333333,0,0,0,0,-1,-0.428571429
2689,-1,-1,1,0,0,0,0,0,0.428571429
2690,-1,-1,1,0,0,-1,0,0,-0.428571429
2691,-1,-1,-1,0,0,-1,0,0,-0.428571429
2692,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
2693,-1,-1,0.333333333,0,0,1,0,0,-0.428571429
2694,-0.466666667,-1,0.333333333,-1,0,-1,0,-1,0.428571429
2695,-0.866666667,-1,0.333333333,-1,0,-1,0,0,0.428571429
2696,-1,-1,-0.333333333,0,0,-1,0,-1,0.428571429
2697,-1,1,1,0,1,-1,0,1,0.428571429
2698,-1,1,-0.333333333,0,0,-1,0,-1,1
2699,-1,1,0.333333333,0,0,-1,0,0,0.428571429
2700,-1,1,-1,0,1,-1,0,0,0.428571429
2701,-1,1,1,0,0,-1,0,-1,-1
2702,-1,1,1,0,0,1,-1,-1,0.428571429
2703,-0.733333333,1,-0.333333333,0,0,-1,0,0,0.428571429
2704,-1,1,-1,0,1,1,0,-1,0.428571429
2705,-1,1,0.333333333,0,-1,-1,0,0,-0.428571429
2706,-0.6,1,0.333333333,0,0,0,-1,0,-0.428571429
2707,-1,-1,1,0,0,-1,1,0,0.428571429
2708,-1,-1,0.333333333,1,0,0,0,0,0.428571429
2709,-1,-1,0.333333333,-1,0,0,0,0,-0.428571429
2710,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
2711,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
2712,-1,-1,1,0,0,-1,1,0,-1
2713,-0.733333333,-1,0.333333333,0,0,0,-1,0,-1
2714,-0.6,-1,1,0,0,0,0,0,-1
2715,-0.733333333,-1,0.333333333,0,0,-1,0,-1,-0.428571429
2716,-1,-1,-1,0,0,-1,0,0,-1
2717,-1,-1,-1,0,0,-1,0,0,0.428571429
2718,-0.866666667,-1,-1,0,0,-1,0,0,1
2719,-1,-1,0.333333333,0,1,-1,0,0,1
2720,-1,-1,1,0,0,-1,0,-1,-0.428571429
2721,-1,-1,0.333333333,-1,0,-1,0,0,-0.428571429
2722,-1,-1,1,-1,0,-1,-1,-1,-0.428571429
2723,-1,-1,1,0,0,-1,0,-1,-0.428571429
2724,-1,-1,0.333333333,0,0,-1,0,0,-1
2725,-0.866666667,-1,-0.333333333,0,0,-1,-1,0,-0.428571429
2726,-1,1,0.333333333,0,0,-1,0,-1,-0.428571429
2727,-0.866666667,1,-0.333333333,-1,0,1,0,-1,-0.428571429
2728,-0.866666667,1,0.333333333,1,0,-1,0,-1,-0.428571429
2729,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
2730,-0.6,-1,-0.333333333,0,0,-1,0,0,0.428571429
2731,-1,-1,0.333333333,0,-1,-1,0,-1,-1
2732,-1,-1,1,-1,0,-1,-1,-1,-0.428571429
2733,-1,-1,1,0,0,-1,0,0,0.428571429
2734,-0.733333333,-1,1,0,-1,-1,0,0,-1
2735,-1,-1,-0.333333333,0,-1,-1,0,0,-1
2736,-1,-1,1,-1,0,-1,0,0,-0.428571429
2737,-1,-1,-0.333333333,0,0,-1,0,-1,0.428571429
2738,-1,-1,0.333333333,0,0,-1,-1,0,-0.428571429
2739,-1,-1,0.333333333,0,0,-1,0,0,-1
2740,-1,-1,1,0,0,-1,0,0,-0.428571429
2741,-1,-1,-0.333333333,-1,0,-1,0,0,-0.428571429
2742,-0.6,-1,-1,0,0,-1,0,0,0.428571429
2743,-1,-1,-0.333333333,-1,-1,-1,0,0,-0.428571429
2744,-0.733333333,-1,0.333333333,-1,0,0,0,0,-0.428571429
2745,-0.866666667,-1,-0.333333333,0,0,0,-1,-1,1
2746,-1,-1,-0.333333333,1,0,-1,-1,1,1
2747,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
2748,-1,-1,1,0,1,-1,0,0,0.428571429
2749,-1,-1,0.333333333,0,1,-1,0,0,1
2750,-1,-1,-0.333333333,-1,0,-1,0,0,-0.428571429
2751,-1,1,0.333333333,0,0,-1,0,0,0.428571429
2752,-1,1,0.333333333,-1,0,-1,0,0,0.428571429
2753,-0.733333333,1,-1,-1,0,-1,0,0,0.428571429
2754,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
2755,-1,-1,-0.333333333,0,0,1,0,0,1
2756,-1,-1,0.333333333,0,0,0,-1,-1,0.428571429
2757,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
2758,-1,-1,-0.333333333,0,-1,0,0,-1,-0.428571429
2759,-0.866666667,-1,1,0,1,-1,-1,-1,-0.428571429
2760,-1,-1,-1,1,0,0,0,0,-0.428571429
2761,-1,-1,0.333333333,0,0,-1,-1,0,-0.428571429
2762,-1,-1,0.333333333,0,0,0,-1,-1,-1
2763,-0.866666667,-1,1,-1,0,-1,0,0,-0.428571429
2764,-0.733333333,-1,0.333333333,-1,0,-1,0,0,-0.428571429
2765,-0.2,-1,-1,0,0,0,-1,0,0.428571429
2766,-1,-1,-1,0,0,-1,0,0,0.428571429
2767,-1,-1,-0.333333333,0,-1,-1,0,0,-0.428571429
2768,-0.866666667,-1,-0.333333333,0,0,-1,-1,0,-0.428571429
2769,-0.866666667,-1,-0.333333333,-1,0,-1,0,0,0.428571429
2770,-0.6,-1,-0.333333333,0,0,0,0,0,-1
2771,-1,-1,1,0,0,-1,0,-1,-0.428571429
2772,-1,-1,0.333333333,0,0,-1,-1,-1,-0.428571429
2773,-0.866666667,-1,-0.333333333,0,-1,-1,0,-1,-0.428571429
2774,-1,1,1,-1,0,-1,0,0,0.428571429
2775,-1,1,0.333333333,0,1,-1,-1,-1,0.428571429
2776,-1,1,1,-1,0,-1,0,-1,-1
2777,-1,1,-0.333333333,0,-1,-1,0,0,0.428571429
2778,-0.866666667,1,0.333333333,0,0,0,0,-1,-0.428571429
2779,-1,1,-0.333333333,0,0,0,0,0,-0.428571429
2780,-0.866666667,-1,0.333333333,0,0,-1,0,0,-0.428571429
2781,-1,-1,-1,0,0,-1,0,-1,0.428571429
2782,-1,1,-0.333333333,0,0,-1,0,-1,0.428571429
2783,-0.866666667,1,1,0,0,-1,0,-1,-0.428571429
2784,-1,1,1,0,0,-1,-1,0,-1
2785,-1,1,1,0,0,-1,0,-1,-0.428571429
2786,-1,1,1,-1,-1,-1,0,-1,0.428571429
2787,-1,1,-0.333333333,-1,0,-1,0,0,-0.428571429
2788,-1,-1,1,0,0,1,0,-1,-1
2789,-0.6,-1,-0.333333333,0,0,-1,0,0,-0.428571429
2790,-0.6,-1,0.333333333,0,0,-1,0,0,0.428571429
2791,-1,1,0.333333333,-1,-1,-1,0,-1,-1
2792,-1,1,-0.333333333,0,0,-1,0,0,0.428571429
2793,-0.733333333,1,1,0,0,-1,0,0,-0.428571429
2794,-1,-1,-0.333333333,-1,0,0,-1,0,-0.428571429
2795,-1,-1,1,0,0,-1,0,0,-0.428571429
2796,-1,-1,-1,0,0,-1,0,0,0.428571429
2797,-1,-1,1,-1,0,1,0,1,-0.428571429
2798,-1,-1,-1,0,0,-1,0,-1,-0.428571429
2799,-1,-1,-0.333333333,0,0,0,0,0,-0.428571429
2800,-0.866666667,-1,0.333333333,0,0,-1,0,0,0.428571429
2801,-0.866666667,-1,-0.333333333,-1,0,-1,-1,0,0.428571429
2802,-1,-1,-0.333333333,0,0,0,0,0,-0.428571429
2803,-0.866666667,-1,1,0,0,0,0,0,0.428571429
2804,-0.866666667,-1,0.333333333,0,0,0,0,0,-1
2805,-0.6,-1,-0.333333333,-1,-1,-1,0,-1,-0.428571429
2806,-0.866666667,-1,-0.333333333,-1,1,-1,0,1,-1
2807,-0.733333333,-1,0.333333333,-1,0,1,-1,0,0.428571429
2808,-0.733333333,-1,-0.333333333,-1,0,1,0,0,0.428571429
2809,-1,-1,-0.333333333,-1,0,-1,-1,0,-1
2810,-1,-1,-0.333333333,0,-1,1,-1,-1,-0.428571429
2811,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
2812,-1,-1,0.333333333,-1,0,-1,0,0,0.428571429
2813,-1,-1,-0.333333333,0,0,0,0,0,0.428571429
2814,-1,-1,-0.333333333,0,0,0,0,0,0.428571429
2815,-1,-1,1,0,0,0,0,-1,1
2816,-1,-1,0.333333333,1,0,-1,0,0,0.428571429
2817,-1,-1,-0.333333333,-1,0,-1,0,-1,-0.428571429
2818,-1,-1,-1,0,0,-1,0,0,0.428571429
2819,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
2820,-1,-1,-0.333333333,-1,0,-1,-1,0,-0.428571429
2821,-1,-1,-0.333333333,0,0,0,0,1,1
2822,-1,-1,1,0,0,-1,0,0,-0.428571429
2823,-1,-1,1,-1,0,-1,-1,0,-0.428571429
2824,-1,-1,1,-1,-1,-1,0,-1,-0.428571429
2825,-0.866666667,-1,-0.333333333,-1,0,-1,0,0,0.428571429
2826,-1,-1,-0.333333333,0,0,-1,0,0,-1
2827,-1,-1,1,-1,0,0,0,-1,-1
2828,-1,-1,-0.333333333,0,0,-1,-1,-1,1
2829,-1,-1,1,0,0,-1,0,0,0.428571429
2830,-0.333333333,-1,0.333333333,0,0,1,0,-1,-1
2831,-0.866666667,-1,0.333333333,0,0,0,0,0,0.428571429
2832,-1,-1,-0.333333333,0,1,-1,0,0,0.428571429
2833,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
2834,-1,-1,0.333333333,0,0,-1,0,0,-1
2835,-0.733333333,-1,1,0,0,-1,0,0,-0.428571429
2836,-1,-1,1,0,0,-1,-1,-1,-1
2837,-1,-1,-0.333333333,1,0,0,-1,0,0.428571429
2838,-0.866666667,-1,-0.333333333,0,0,-1,0,0,0.428571429
2839,-1,-1,-0.333333333,-1,0,-1,0,-1,-0.428571429
2840,-0.866666667,1,0.333333333,0,0,0,0,0,1
2841,-1,1,-1,0,-1,-1,-1,0,1
2842,-0.866666667,1,-0.333333333,0,0,-1,0,-1,1
2843,-0.866666667,1,-0.333333333,0,0,-1,0,-1,0.428571429
2844,-1,1,0.333333333,0,0,-1,-1,-1,1
2845,-1,1,0.333333333,0,-1,0,0,0,-0.428571429
2846,-1,-1,1,0,0,0,0,0,0.428571429
2847,-1,-1,-0.333333333,-1,-1,-1,-1,0,-0.428571429
2848,-1,-1,1,0,-1,-1,0,0,0.428571429
2849,-1,-1,0.333333333,0,1,-1,0,0,0.428571429
2850,-0.866666667,-1,-1,0,1,-1,0,-1,0.428571429
2851,-1,-1,-0.333333333,0,0,-1,0,-1,0.428571429
2852,-1,1,-0.333333333,0,0,-1,1,0,0.428571429
2853,-1,1,-1,0,0,-1,-1,1,1
2854,-1,1,-0.333333333,0,0,1,0,0,0.428571429
2855,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
2856,-1,-1,0.333333333,-1,0,-1,-1,0,0.428571429
2857,-1,-1,0.333333333,-1,0,-1,-1,-1,0.428571429
2858,-1,-1,-1,0,0,1,0,0,0.428571429
2859,-1,-1,-0.333333333,1,0,-1,0,0,0.428571429
2860,-0.866666667,-1,0.333333333,-1,-1,-1,0,-1,0.428571429
2861,-1,-1,-0.333333333,0,0,1,0,0,0.428571429
2862,-0.866666667,-1,0.333333333,0,1,-1,0,1,-0.428571429
2863,-1,-1,1,1,-1,-1,0,-1,-0.428571429
2864,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
2865,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
2866,-0.866666667,-1,0.333333333,0,0,0,-1,0,-0.428571429
2867,-1,-1,0.333333333,0,1,-1,0,0,1
2868,-0.866666667,-1,-0.333333333,0,0,0,0,0,0.428571429
2869,-1,-1,1,0,0,-1,0,0,0.428571429
2870,-1,-1,0.333333333,0,1,-1,0,0,1
2871,-0.866666667,-1,0.333333333,0,0,0,0,0,0.428571429
2872,-1,-1,1,0,0,0,-1,0,0.428571429
2873,-1,1,0.333333333,0,0,-1,-1,-1,-0.428571429
2874,-0.866666667,1,0.333333333,-1,-1,-1,-1,-1,-0.428571429
2875,-1,1,1,0,0,0,0,0,-0.428571429
2876,-1,-1,0.333333333,0,0,-1,0,-1,1
2877,-1,1,1,0,0,-1,-1,0,-1
2878,-0.866666667,1,-0.333333333,0,0,-1,0,0,-0.428571429
2879,-0.866666667,1,1,0,0,-1,0,0,-1
2880,-1,1,-0.333333333,0,0,-1,0,-1,0.428571429
2881,-1,-1,0.333333333,0,0,1,0,0,1
2882,-1,-1,-1,-1,0,-1,0,0,1
2883,-1,-1,-0.333333333,0,0,-1,0,1,0.428571429
2884,-1,-1,-0.333333333,-1,0,0,0,-1,0.428571429
2885,-0.733333333,-1,1,-1,0,0,0,0,0.428571429
2886,-0.866666667,-1,-1,0,0,0,0,1,0.428571429
2887,-0.866666667,-1,1,0,0,-1,-1,0,1
2888,-0.866666667,-1,-0.333333333,0,0,-1,0,-1,0.428571429
2889,-1,-1,0.333333333,0,0,-1,0,0,1
2890,-1,-1,0.333333333,0,-1,-1,0,0,0.428571429
2891,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
2892,-1,-1,-0.333333333,0,0,-1,0,0,1
2893,-1,-1,-1,0,0,-1,0,0,1
2894,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
2895,-1,-1,0.333333333,0,0,0,0,0,-0.428571429
2896,-1,-1,-0.333333333,0,0,1,0,-1,-0.428571429
2897,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
2898,-1,-1,-0.333333333,0,0,-1,0,1,0.428571429
2899,-0.866666667,-1,1,0,0,0,0,1,0.428571429
2900,-1,-1,0.333333333,-1,-1,-1,0,0,0.428571429
2901,-0.866666667,1,-0.333333333,0,1,-1,0,0,1
2902,-0.333333333,1,-0.333333333,0,0,-1,-1,0,-0.428571429
2903,-0.6,1,0.333333333,0,-1,-1,0,0,-0.428571429
2904,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
2905,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
2906,-1,-1,1,-1,-1,-1,0,0,-1
2907,-1,-1,0.333333333,0,-1,-1,0,0,-0.428571429
2908,-1,-1,1,-1,0,-1,0,-1,-0.428571429
2909,-1,-1,1,0,0,-1,0,0,-0.428571429
2910,-1,1,-1,0,0,0,0,0,1
2911,-1,1,-1,0,-1,0,0,0,1
2912,-1,1,-0.333333333,-1,1,-1,0,-1,0.428571429
2913,-1,-1,-0.333333333,-1,0,-1,-1,-1,-0.428571429
2914,-1,-1,-0.333333333,0,0,0,0,-1,-0.428571429
2915,-1,-1,-0.333333333,-1,0,-1,0,-1,-0.428571429
2916,-0.866666667,-1,0.333333333,-1,0,-1,-1,-1,-1
2917,-1,-1,0.333333333,0,-1,-1,0,-1,-0.428571429
2918,-0.866666667,-1,1,0,0,-1,-1,-1,-1
2919,-1,-1,0.333333333,0,1,-1,-1,0,-1
2920,-1,-1,-0.333333333,0,-1,-1,0,1,1
2921,-1,-1,0.333333333,0,0,-1,-1,-1,-0.428571429
2922,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
2923,-0.866666667,-1,1,0,1,-1,0,0,0.428571429
2924,-1,-1,0.333333333,-1,0,-1,0,0,-0.428571429
2925,-1,-1,1,-1,0,0,-1,-1,1
2926,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
2927,-1,-1,0.333333333,1,0,-1,0,1,0.428571429
2928,-0.866666667,-1,0.333333333,-1,0,-1,0,0,0.428571429
2929,-0.6,-1,0.333333333,-1,0,-1,-1,0,-1
2930,-0.866666667,-1,1,-1,0,-1,0,0,0.428571429
2931,-1,-1,1,0,1,-1,0,0,-0.428571429
2932,-1,-1,-1,0,0,-1,0,0,0.428571429
2933,-0.866666667,-1,1,0,0,-1,0,-1,1
2934,-1,-1,-1,0,0,-1,0,-1,0.428571429
2935,-1,1,-1,0,0,-1,-1,-1,1
2936,-1,1,-1,0,0,-1,0,-1,1
2937,-1,1,1,0,0,0,-1,-1,0.428571429
2938,-0.866666667,-1,0.333333333,0,0,-1,0,0,1
2939,-0.866666667,-1,-0.333333333,-1,0,0,0,0,1
2940,-1,-1,-0.333333333,0,1,-1,0,0,1
2941,-1,-1,1,0,0,-1,0,0,-1
2942,-1,-1,0.333333333,0,-1,0,0,0,-1
2943,-1,-1,-1,0,0,0,0,0,-0.428571429
2944,-1,-1,-1,0,1,-1,0,0,1
2945,-1,-1,-1,-1,1,0,0,0,1
2946,-1,-1,0.333333333,0,0,-1,0,0,1
2947,-1,-1,1,0,0,0,0,0,0.428571429
2948,-1,-1,-0.333333333,0,0,0,0,0,-0.428571429
2949,-1,-1,-0.333333333,-1,0,-1,-1,0,-0.428571429
2950,-1,1,0.333333333,0,0,-1,-1,0,0.428571429
2951,-1,1,1,0,0,-1,0,0,0.428571429
2952,-1,1,1,0,-1,-1,-1,0,-0.428571429
2953,-0.866666667,-1,0.333333333,0,0,-1,-1,0,-0.428571429
2954,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
2955,-1,-1,0.333333333,0,0,-1,0,0,1
2956,-0.866666667,1,0.333333333,0,-1,-1,0,0,-0.428571429
2957,-1,1,-0.333333333,1,1,-1,-1,0,-0.428571429
2958,-1,1,-1,0,0,0,-1,0,0.428571429
2959,-1,-1,-0.333333333,0,0,-1,-1,0,0.428571429
2960,-0.866666667,-1,1,0,-1,-1,0,-1,-0.428571429
2961,-0.866666667,-1,0.333333333,0,0,-1,0,0,-0.428571429
2962,-1,1,0.333333333,0,-1,-1,-1,-1,-0.428571429
2963,-1,1,0.333333333,0,0,-1,0,-1,-0.428571429
2964,-1,1,-0.333333333,0,-1,0,0,0,1
2965,-0.733333333,1,-0.333333333,0,0,-1,0,0,0.428571429
2966,-1,1,0.333333333,0,-1,-1,0,0,0.428571429
2967,-1,1,-0.333333333,0,0,-1,0,0,0.428571429
2968,-1,-1,-0.333333333,-1,0,-1,0,-1,0.428571429
2969,-1,-1,1,0,0,-1,0,0,1
2970,-1,-1,0.333333333,0,0,-1,-1,0,0.428571429
2971,-1,1,1,1,0,-1,0,1,-0.428571429
2972,-0.866666667,1,0.333333333,0,0,-1,-1,-1,-1
2973,-1,-1,1,0,0,0,0,0,-1
2974,-1,-1,1,0,0,-1,0,0,0.428571429
2975,-1,-1,0.333333333,0,0,-1,-1,0,-1
2976,-1,-1,0.333333333,0,0,1,-1,-1,1
2977,-1,-1,-0.333333333,1,-1,-1,0,-1,0.428571429
2978,-1,-1,-0.333333333,0,0,-1,0,0,0.428571429
2979,-1,1,-1,0,0,0,0,0,0.428571429
2980,-1,1,-0.333333333,0,0,0,0,1,1
2981,-1,-1,-1,0,0,-1,-1,0,-0.428571429
2982,-0.6,-1,-1,0,0,1,0,0,1
2983,-0.6,-1,0.333333333,0,0,-1,0,0,1
2984,-0.733333333,-1,-0.333333333,-1,0,-1,0,-1,-0.428571429
2985,-1,-1,-1,0,0,-1,-1,0,-0.428571429
2986,-1,-1,1,0,0,-1,-1,0,-1
2987,-0.733333333,-1,0.333333333,0,0,-1,-1,0,0.428571429
2988,-1,1,-1,0,0,-1,0,0,0.428571429
2989,-1,1,0.333333333,0,0,-1,-1,0,0.428571429
2990,-1,1,-1,0,0,-1,0,0,0.428571429
2991,-1,-1,-1,1,0,-1,0,1,1
2992,-1,-1,-0.333333333,0,0,-1,0,-1,0.428571429
2993,-1,-1,1,0,0,0,0,0,-1
2994,-1,-1,1,-1,0,-1,0,0,-1
2995,-1,-1,0.333333333,-1,0,-1,-1,-1,-1
2996,-1,-1,-0.333333333,0,0,-1,0,0,1
2997,-1,-1,1,0,-1,-1,0,0,-1
2998,-1,-1,1,0,0,-1,-1,0,0.428571429
2999,-1,1,1,0,0,-1,0,-1,-0.428571429
3000,-1,1,0.333333333,0,-1,-1,-1,-1,-0.428571429
3001,-0.733333333,1,0.333333333,0,0,-1,0,-1,0.428571429
3002,-1,-1,-0.333333333,0,-1,-1,0,0,-0.428571429
3003,-0.6,-1,-0.333333333,0,-1,-1,0,-1,-0.428571429
3004,-1,-1,-0.333333333,-1,0,-1,0,0,-0.428571429
3005,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
3006,-1,-1,0.333333333,0,0,-1,0,-1,0.428571429
3007,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
3008,-0.866666667,-1,-0.333333333,0,1,-1,0,0,0.428571429
3009,-1,-1,0.333333333,-1,0,-1,0,-1,-0.428571429
3010,-0.866666667,-1,0.333333333,0,0,-1,0,-1,1
3011,-1,-1,-0.333333333,-1,-1,-1,-1,1,-0.428571429
3012,-1,-1,1,0,0,-1,0,-1,-0.428571429
3013,-1,-1,-0.333333333,0,0,0,0,0,0.428571429
3014,-0.866666667,-1,0.333333333,0,-1,-1,0,0,-1
3015,-1,-1,1,-1,-1,-1,0,0,-0.428571429
3016,-1,-1,0.333333333,1,0,0,0,0,1
3017,-1,-1,0.333333333,0,0,0,0,0,-0.428571429
3018,-1,-1,-0.333333333,0,0,0,0,0,-0.428571429
3019,-1,-1,1,-1,-1,-1,-1,0,0.428571429
3020,-1,-1,0.333333333,0,1,1,0,0,0.428571429
3021,-1,-1,1,0,-1,-1,0,0,-0.428571429
3022,-0.733333333,-1,-1,0,0,-1,0,0,0.428571429
3023,-1,-1,1,0,0,-1,0,0,0.428571429
3024,-1,-1,-0.333333333,0,0,-1,-1,0,0.428571429
3025,-0.2,-1,-0.333333333,-1,-1,-1,-1,-1,0.428571429
3026,-0.866666667,-1,0.333333333,0,0,-1,0,0,0.428571429
3027,-0.066666667,-1,0.333333333,0,0,-1,0,0,0.428571429
3028,-0.866666667,-1,-0.333333333,0,0,-1,0,0,-0.428571429
3029,-0.866666667,-1,1,-1,1,-1,0,0,-0.428571429
3030,-1,-1,-1,-1,-1,-1,-1,-1,0.428571429
3031,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
3032,-1,-1,1,0,0,-1,-1,0,1
3033,-1,-1,1,0,1,0,0,0,0.428571429
3034,-1,-1,0.333333333,0,-1,1,0,-1,-1
3035,-1,-1,1,0,0,-1,0,0,0.428571429
3036,-1,-1,0.333333333,0,0,-1,0,0,-0.428571429
3037,-1,-1,-1,0,0,0,0,0,0.428571429
3038,-1,1,0.333333333,0,-1,-1,0,0,-1
3039,-1,1,-0.333333333,-1,0,1,-1,0,0.428571429
3040,-0.866666667,1,-0.333333333,0,0,0,0,0,-0.428571429
3041,-1,-1,0.333333333,0,-1,-1,0,-1,0.428571429
3042,-1,-1,0.333333333,-1,0,-1,-1,-1,-1
3043,-0.866666667,-1,1,0,0,0,-1,-1,-0.428571429
3044,-1,-1,0.333333333,0,0,-1,-1,-1,1
3045,-0.866666667,-1,-0.333333333,0,1,-1,0,-1,0.428571429
3046,-0.066666667,-1,-0.333333333,0,0,-1,0,0,0.428571429
3047,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
3048,-1,-1,-1,0,0,0,0,0,0.428571429
3049,-1,-1,0.333333333,0,0,1,0,1,0.428571429
3050,-1,-1,0.333333333,0,1,-1,0,-1,1
3051,-1,-1,0.333333333,-1,0,0,0,0,-1
3052,-1,-1,0.333333333,0,-1,0,0,-1,-1
3053,-1,-1,0.333333333,0,0,-1,0,-1,-0.428571429
3054,-1,-1,-0.333333333,0,1,0,0,0,0.428571429
3055,-1,-1,0.333333333,0,-1,-1,0,0,0.428571429
3056,-1,-1,0.333333333,1,0,0,0,0,0.428571429
3057,-1,-1,1,-1,0,-1,0,0,-0.428571429
3058,-1,-1,0.333333333,1,0,-1,0,-1,-0.428571429
3059,-1,-1,1,0,0,-1,0,0,0.428571429
3060,-1,1,-0.333333333,0,0,0,0,0,0.428571429
3061,-1,1,0.333333333,1,0,0,0,0,-0.428571429
3062,-1,1,-0.333333333,0,0,-1,0,0,-1
3063,-1,-1,-1,0,0,-1,0,0,-0.428571429
3064,-1,-1,-0.333333333,0,0,-1,-1,1,0.428571429
3065,-1,-1,-0.333333333,0,1,-1,0,1,-0.428571429
3066,-0.866666667,-1,1,0,0,-1,0,0,0.428571429
3067,-1,-1,-1,0,0,0,0,0,1
3068,-0.733333333,-1,0.333333333,-1,-1,0,0,-1,-0.428571429
3069,-1,-1,-1,0,0,0,-1,-1,-0.428571429
3070,-1,-1,-0.333333333,-1,-1,-1,0,-1,-0.428571429
3071,-1,-1,0.333333333,0,0,-1,0,-1,-1
3072,-1,-1,1,0,0,-1,-1,0,-1
3073,-1,-1,0.333333333,0,0,-1,0,0,0.428571429
3074,0.066666667,-1,1,0,0,-1,0,0,-0.428571429
3075,-1,-1,-0.333333333,0,0,-1,-1,0,-0.428571429
3076,-1,-1,-0.333333333,0,0,-1,0,0,1
3077,-1,-1,-0.333333333,0,0,-1,0,0,-0.428571429
3078,-1,-1,0.333333333,-1,-1,-1,0,-1,0.428571429
3079,-0.733333333,-1,-0.333333333,-1,0,1,-1,0,-0.428571429
3080,-1,-1,-0.333333333,0,0,-1,-1,0,-1
3081,-1,-1,0.333333333,0,0,-1,0,0,-1
3082,-1,-1,1,0,0,-1,0,1,-0.428571429
3083,-1,1,1,-1,0,-1,0,0,-1
3084,-1,1,0.333333333,-1,0,1,0,0,0.428571429
3085,-1,1,-0.333333333,-1,0,-1,0,-1,-0.428571429
3086,-1,1,-1,0,-1,-1,-1,0,0.428571429
3087,-1,1,-1,-1,1,1,0,0,1
3088,-1,1,0.333333333,0,-1,-1,0,0,1
3089,-1,-1,-0.333333333,-1,0,-1,0,0,-1
3090,-1,-1,1,0,0,-1,0,0,-0.428571429
3091,-1,-1,1,0,0,-1,0,0,-1
3092,-1,-1,0.333333333,0,0,0,0,0,-0.428571429
3093,-1,-1,0.333333333,0,0,1,0,0,-0.428571429
3094,-1,-1,0.333333333,0,0,0,0,0,0.428571429
3095,-0.866666667,-1,0.333333333,0,0,-1,0,0,0.428571429
3096,-0.866666667,-1,-0.333333333,0,0,-1,0,-1,0.428571429
3097,-0.866666667,-1,-1,1,0,-1,0,0,0.428571429
3098,-1,1,-0.333333333,0,0,-1,0,0,0.428571429
3099,-0.466666667,1,-1,-1,0,0,-1,0,1
3100,-0.866666667,1,1,0,0,1,0,0,1
