id,reviewlevel,novel,motivation,relatework,readable,arxiv,Fscore
2955,0.333333333,0,-1,0,0,1,-0.428571429
2956,-0.333333333,1,1,-1,0,1,-0.428571429
2957,-1,0,0,-1,0,1,0.428571429
2958,-0.333333333,0,0,-1,0,-1,1
2959,1,0,-1,0,-1,-1,-0.428571429
2960,0.333333333,0,0,0,0,-1,-0.428571429
2961,0.333333333,0,-1,-1,-1,1,-0.428571429
2962,0.333333333,0,0,0,-1,1,-0.428571429
2963,-0.333333333,0,-1,0,0,1,1
2964,-0.333333333,0,0,0,0,1,0.428571429
2965,0.333333333,0,-1,0,0,1,0.428571429
2966,-0.333333333,0,0,0,0,1,0.428571429
2967,-0.333333333,-1,0,0,-1,-1,0.428571429
2968,1,0,0,0,0,-1,1
2969,0.333333333,0,0,-1,0,-1,0.428571429
2970,1,1,0,0,1,1,-0.428571429
2971,0.333333333,0,0,-1,-1,1,-0.428571429
2972,1,0,0,0,0,-1,-1
2973,1,0,0,0,0,-1,0.428571429
2974,0.333333333,0,0,-1,0,-1,-1
2975,0.333333333,0,0,-1,-1,-1,1
2976,-0.333333333,1,-1,0,-1,-1,-0.428571429
2977,-0.333333333,0,0,0,0,-1,0.428571429
2978,-1,0,0,0,0,1,0.428571429
2979,-0.333333333,0,0,0,1,1,1
2980,-1,0,0,-1,0,-1,-0.428571429
2981,-1,0,0,0,0,-1,1
2982,0.333333333,0,0,0,0,-1,0.428571429
2983,-0.333333333,-1,0,0,-1,-1,-0.428571429
2984,-1,0,0,-1,0,-1,0.428571429
2985,1,0,0,-1,0,-1,-1
2986,0.333333333,0,0,-1,0,-1,-1
2987,-1,0,0,0,0,1,0.428571429
2988,0.333333333,0,0,-1,0,1,0.428571429
2989,-1,0,0,0,0,1,0.428571429
2990,-1,1,0,0,1,-1,1
2991,-0.333333333,0,0,0,-1,-1,-0.428571429
2992,1,0,0,0,0,-1,-1
2993,1,-1,0,0,0,-1,-1
2994,0.333333333,-1,0,-1,-1,-1,-1
2995,-0.333333333,0,0,0,0,-1,1
2996,1,0,-1,0,0,-1,-1
2997,1,0,0,-1,0,-1,-1
2998,1,0,0,0,-1,1,-0.428571429
2999,0.333333333,0,-1,-1,-1,1,-0.428571429
3000,0.333333333,0,0,0,-1,1,0.428571429
3001,-0.333333333,0,-1,0,0,-1,-0.428571429
3002,-0.333333333,0,-1,0,-1,-1,-0.428571429
3003,-0.333333333,-1,0,0,0,-1,-0.428571429
3004,0.333333333,0,0,0,0,-1,-0.428571429
3005,0.333333333,0,0,0,-1,-1,-0.428571429
3006,0.333333333,0,0,0,0,-1,0.428571429
3007,-0.333333333,0,1,0,0,-1,0.428571429
3008,0.333333333,-1,0,0,-1,-1,-0.428571429
3009,0.333333333,0,0,0,-1,-1,1
3010,-0.333333333,-1,-1,-1,1,-1,-0.428571429
3011,1,0,0,0,-1,-1,-0.428571429
3012,-0.333333333,0,0,0,0,-1,0.428571429
3013,0.333333333,0,-1,0,0,-1,-1
3014,1,-1,-1,0,0,-1,-0.428571429
3015,0.333333333,1,0,0,0,-1,1
3016,0.333333333,0,0,0,0,-1,-0.428571429
3017,-0.333333333,0,0,0,0,-1,-0.428571429
3018,1,-1,-1,-1,0,-1,0.428571429
3019,0.333333333,0,1,0,0,-1,0.428571429
3020,1,0,-1,0,0,-1,-0.428571429
3021,-1,0,0,0,0,-1,0.428571429
3022,1,0,0,0,0,-1,0.428571429
3023,-0.333333333,0,0,-1,0,-1,-1
3024,-0.333333333,-1,-1,-1,-1,-1,0.428571429
3025,0.333333333,0,0,0,0,-1,0.428571429
3026,0.333333333,0,0,0,0,-1,0.428571429
3027,-0.333333333,0,0,0,0,-1,-0.428571429
3028,1,-1,1,0,0,-1,-0.428571429
3029,-1,-1,-1,-1,-1,-1,-0.428571429
3030,0.333333333,0,0,0,-1,-1,-0.428571429
3031,1,0,0,-1,0,-1,1
3032,1,0,1,0,0,-1,0.428571429
3033,0.333333333,0,-1,0,-1,-1,-1
3034,1,0,0,0,0,-1,0.428571429
3035,0.333333333,0,0,0,0,-1,-0.428571429
3036,-1,0,0,0,0,-1,0.428571429
3037,0.333333333,0,-1,0,0,1,-1
3038,-0.333333333,-1,0,-1,0,1,0.428571429
3039,-0.333333333,0,0,0,0,1,-0.428571429
3040,0.333333333,0,-1,0,-1,-1,0.428571429
3041,0.333333333,-1,0,-1,-1,-1,-1
3042,1,0,0,-1,-1,-1,-0.428571429
3043,0.333333333,0,0,-1,-1,-1,-0.428571429
3044,-0.333333333,0,1,0,-1,-1,0.428571429
3045,-0.333333333,0,0,0,0,-1,0.428571429
3046,0.333333333,0,0,0,0,-1,0.428571429
3047,-1,0,0,0,0,-1,0.428571429
3048,0.333333333,0,0,0,1,-1,0.428571429
3049,0.333333333,0,1,0,-1,-1,1
3050,0.333333333,-1,0,0,0,-1,-1
3051,0.333333333,0,-1,0,-1,-1,-1
3052,0.333333333,0,0,0,-1,-1,-0.428571429
3053,-0.333333333,0,1,0,0,-1,0.428571429
3054,0.333333333,0,-1,0,0,-1,0.428571429
3055,0.333333333,1,0,0,0,-1,-0.428571429
3056,1,-1,0,0,0,-1,-0.428571429
3057,0.333333333,1,0,0,-1,-1,-0.428571429
3058,1,0,0,0,0,-1,0.428571429
3059,-0.333333333,0,0,0,0,1,0.428571429
3060,0.333333333,1,0,0,0,1,-0.428571429
3061,-0.333333333,0,0,0,0,1,-1
3062,-1,0,0,0,0,-1,-0.428571429
3063,-0.333333333,0,0,-1,1,-1,0.428571429
3064,-0.333333333,0,1,0,1,-1,-0.428571429
3065,1,0,0,0,0,-1,0.428571429
3066,-1,0,0,0,0,-1,1
3067,0.333333333,-1,-1,0,-1,-1,-0.428571429
3068,-1,0,0,-1,-1,-1,-0.428571429
3069,-0.333333333,-1,-1,0,-1,-1,-0.428571429
3070,0.333333333,0,0,0,-1,-1,-1
3071,1,0,0,-1,0,-1,-1
3072,0.333333333,0,0,0,0,-1,0.428571429
3073,1,0,0,0,0,-1,-0.428571429
3074,-0.333333333,0,0,-1,0,-1,-0.428571429
3075,-0.333333333,0,0,0,0,-1,1
3076,-0.333333333,0,0,0,0,-1,-0.428571429
3077,0.333333333,-1,-1,0,-1,-1,-0.428571429
3078,-0.333333333,-1,0,-1,0,-1,-0.428571429
3079,-0.333333333,0,0,-1,0,-1,-1
3080,0.333333333,0,0,0,0,-1,-1
3081,1,0,0,0,1,-1,-0.428571429
3082,1,-1,0,0,0,1,-1
3083,0.333333333,-1,0,0,0,1,0.428571429
3084,-0.333333333,-1,0,0,-1,1,-0.428571429
3085,-1,0,-1,-1,0,1,0.428571429
3086,-1,-1,1,0,0,1,1
3087,0.333333333,0,-1,0,0,1,1
3088,-0.333333333,-1,0,0,0,-1,-1
3089,1,0,0,0,0,-1,-0.428571429
3090,1,0,0,0,0,-1,-1
3091,0.333333333,0,0,0,0,-1,-0.428571429
3092,0.333333333,0,0,0,0,-1,-0.428571429
3093,0.333333333,0,0,0,0,-1,0.428571429
3094,0.333333333,0,0,0,0,-1,0.428571429
3095,-0.333333333,0,0,0,-1,-1,0.428571429
3096,-1,1,0,0,0,-1,0.428571429
3097,-0.333333333,0,0,0,0,1,0.428571429
3098,-1,-1,0,-1,0,1,0.428571429
3099,1,0,0,0,0,1,1
3100,-1,-1,0,0,0,1,0.428571429
3101,-1,-1,0,-1,-1,1,0.428571429
3102,-1,-1,0,-1,-1,1,-0.428571429
3103,0.333333333,0,0,0,0,-1,-0.428571429
3104,1,0,0,0,-1,-1,-0.428571429
3105,-0.333333333,0,0,0,0,-1,-0.428571429
3106,-0.333333333,-1,0,0,0,-1,0.428571429
3107,1,0,0,0,0,-1,-0.428571429
3108,-0.333333333,-1,0,0,0,-1,-1
3109,-0.333333333,1,0,0,0,-1,0.428571429
3110,1,0,0,0,0,-1,1
3111,0.333333333,0,0,0,1,-1,-0.428571429
3112,-0.333333333,0,0,0,0,-1,-0.428571429
3113,-0.333333333,0,0,0,-1,-1,0.428571429
3114,1,0,0,0,0,-1,-0.428571429
3115,1,0,0,0,-1,1,0.428571429
3116,1,0,1,0,0,1,1
3117,-1,0,0,-1,0,1,0.428571429
3118,-1,0,0,-1,0,1,0.428571429
3119,-0.333333333,1,0,0,0,1,0.428571429
3120,-0.333333333,0,-1,0,0,1,1
3121,-0.333333333,0,0,0,1,1,-0.428571429
3122,-0.333333333,0,0,0,0,1,0.428571429
3123,-0.333333333,1,0,0,1,1,-0.428571429
3124,-0.333333333,0,1,-1,-1,-1,-0.428571429
3125,-0.333333333,-1,0,-1,0,-1,-0.428571429
3126,0.333333333,-1,0,0,0,-1,-0.428571429
3127,0.333333333,0,0,0,-1,-1,1
3128,0.333333333,0,1,-1,1,-1,-0.428571429
3129,1,-1,0,0,-1,-1,0.428571429
3130,-1,0,0,0,0,1,0.428571429
3131,-0.333333333,0,1,0,-1,1,0.428571429
3132,0.333333333,-1,0,0,-1,-1,-0.428571429
3133,0.333333333,-1,0,0,0,-1,-0.428571429
3134,-0.333333333,0,0,-1,0,-1,1
3135,-1,0,0,0,-1,-1,-0.428571429
3136,0.333333333,0,0,0,0,-1,-1
3137,1,0,0,-1,0,-1,-1
3138,-0.333333333,0,0,0,1,-1,1
3139,-1,-1,0,0,0,-1,0.428571429
3140,-0.333333333,0,0,0,0,-1,1
3141,0.333333333,0,0,0,0,-1,0.428571429
3142,-1,-1,0,0,0,-1,-1
3143,1,0,0,-1,-1,-1,-0.428571429
3144,-0.333333333,0,0,0,0,-1,0.428571429
3145,-0.333333333,0,0,0,0,-1,1
3146,1,0,0,0,0,-1,0.428571429
3147,-0.333333333,1,0,-1,-1,-1,-0.428571429
3148,0.333333333,0,-1,-1,0,-1,-1
3149,0.333333333,0,0,0,-1,-1,-0.428571429
3150,-1,0,0,0,0,1,0.428571429
3151,-0.333333333,0,0,0,0,1,-0.428571429
3152,1,0,0,-1,-1,1,-1
3153,0.333333333,0,0,0,0,-1,0.428571429
3154,0.333333333,-1,0,0,0,-1,-0.428571429
3155,1,-1,0,0,0,-1,0.428571429
3156,0.333333333,0,0,0,0,-1,-0.428571429
3157,1,0,0,-1,-1,-1,1
3158,-0.333333333,0,0,0,0,-1,-0.428571429
3159,0.333333333,0,0,0,0,-1,0.428571429
3160,-0.333333333,0,-1,0,0,-1,1
3161,0.333333333,0,0,-1,-1,-1,-0.428571429
3162,0.333333333,-1,0,0,0,-1,-0.428571429
3163,1,0,0,0,-1,-1,0.428571429
3164,1,0,0,0,-1,1,0.428571429
3165,-0.333333333,0,0,0,0,1,0.428571429
3166,0.333333333,-1,0,0,-1,1,-0.428571429
3167,0.333333333,0,-1,0,0,-1,-0.428571429
3168,-0.333333333,-1,0,0,1,-1,-0.428571429
3169,-0.333333333,-1,0,0,0,-1,-0.428571429
3170,1,0,0,0,-1,-1,1
3171,-0.333333333,-1,0,0,-1,-1,-0.428571429
3172,1,0,0,-1,-1,-1,-0.428571429
3173,-1,0,0,-1,0,-1,-0.428571429
3174,0.333333333,0,0,0,0,-1,-0.428571429
3175,1,-1,-1,0,-1,-1,-1
3176,-1,-1,0,0,0,-1,-0.428571429
3177,0.333333333,-1,0,0,-1,-1,-0.428571429
3178,-0.333333333,0,0,0,0,-1,-0.428571429
3179,0.333333333,0,0,-1,0,-1,0.428571429
3180,0.333333333,-1,0,0,0,-1,-1
3181,0.333333333,-1,0,0,0,-1,0.428571429
3182,0.333333333,0,0,0,0,-1,-0.428571429
3183,0.333333333,-1,-1,-1,0,-1,-1
3184,0.333333333,0,0,0,0,-1,0.428571429
3185,1,0,0,0,0,-1,0.428571429
3186,-1,-1,0,-1,0,1,0.428571429
3187,-1,-1,0,0,0,1,-0.428571429
3188,-1,1,0,1,0,1,0.428571429
3189,-0.333333333,0,0,-1,-1,-1,-1
3190,0.333333333,0,0,0,-1,-1,-1
3191,1,0,0,0,0,-1,-0.428571429
3192,0.333333333,-1,0,0,0,-1,-1
3193,1,-1,-1,-1,0,-1,-0.428571429
3194,-1,1,0,0,0,-1,1
3195,1,0,0,0,0,-1,0.428571429
3196,-0.333333333,0,-1,0,-1,-1,-1
3197,-0.333333333,0,0,0,0,-1,0.428571429
3198,1,-1,0,0,0,-1,-1
3199,1,-1,0,0,-1,-1,-0.428571429
3200,-0.333333333,0,0,0,-1,-1,0.428571429
3201,0.333333333,0,0,0,-1,-1,-0.428571429
3202,0.333333333,0,0,-1,-1,-1,-0.428571429
3203,-0.333333333,0,0,0,0,-1,0.428571429
3204,-1,0,0,0,0,-1,-0.428571429
3205,0.333333333,0,0,0,0,-1,-0.428571429
3206,-1,-1,-1,-1,0,-1,-1
3207,-0.333333333,0,0,-1,0,-1,0.428571429
3208,-1,1,0,0,0,-1,-0.428571429
3209,-0.333333333,0,0,0,0,-1,0.428571429
3210,-1,0,0,0,0,-1,-1
3211,0.333333333,-1,-1,-1,1,-1,-0.428571429
3212,1,0,0,-1,-1,-1,-1
3213,-0.333333333,0,0,0,-1,-1,-0.428571429
3214,-0.333333333,0,0,0,0,-1,1
3215,-0.333333333,0,-1,0,0,-1,-0.428571429
3216,-0.333333333,0,1,0,1,-1,0.428571429
3217,0.333333333,0,0,0,0,-1,0.428571429
3218,0.333333333,0,-1,0,-1,-1,-0.428571429
3219,1,0,0,0,0,-1,-0.428571429
3220,0.333333333,0,0,0,0,-1,-0.428571429
3221,0.333333333,0,-1,0,-1,-1,-1
3222,-0.333333333,0,-1,-1,-1,-1,-0.428571429
3223,0.333333333,0,0,0,-1,-1,-0.428571429
3224,-0.333333333,0,0,-1,0,-1,1
3225,-1,0,0,0,0,-1,1
3226,-0.333333333,0,0,0,0,-1,0.428571429
3227,-1,-1,0,0,0,-1,0.428571429
3228,0.333333333,1,0,-1,1,-1,1
3229,0.333333333,0,0,0,0,-1,1
3230,1,0,0,0,0,-1,-1
3231,1,0,0,0,0,-1,-0.428571429
3232,-0.333333333,0,0,0,0,-1,1
3233,-0.333333333,0,-1,0,-1,-1,0.428571429
3234,0.333333333,0,0,0,0,-1,-0.428571429
3235,1,0,0,-1,0,-1,-0.428571429
3236,-1,0,1,0,0,-1,1
3237,0.333333333,0,0,0,0,-1,-0.428571429
3238,1,-1,-1,-1,0,-1,-1
3239,-0.333333333,-1,-1,0,0,-1,-0.428571429
3240,0.333333333,0,1,0,0,-1,0.428571429
3241,0.333333333,-1,0,-1,-1,-1,-0.428571429
3242,1,0,0,0,-1,-1,1
3243,-0.333333333,1,0,0,-1,-1,-0.428571429
3244,-1,0,0,-1,0,-1,-0.428571429
3245,0.333333333,0,0,0,-1,1,0.428571429
3246,1,0,1,0,0,1,-0.428571429
3247,-1,0,-1,0,0,1,-0.428571429
3248,-1,0,0,0,0,-1,0.428571429
3249,-1,0,0,0,0,-1,-0.428571429
3250,-0.333333333,0,0,0,-1,-1,1
3251,-1,0,0,0,0,-1,0.428571429
3252,-0.333333333,0,-1,0,0,-1,-0.428571429
3253,-0.333333333,-1,0,0,-1,-1,-0.428571429
3254,1,0,0,0,-1,-1,-1
3255,0.333333333,0,0,0,1,-1,-0.428571429
3256,0.333333333,-1,0,0,-1,-1,-0.428571429
3257,-1,0,-1,-1,1,-1,0.428571429
3258,0.333333333,0,-1,0,0,-1,-0.428571429
3259,0.333333333,0,0,-1,1,-1,0.428571429
3260,-1,0,0,0,0,-1,-0.428571429
3261,-1,0,0,0,0,-1,0.428571429
3262,-0.333333333,-1,0,1,-1,-1,-1
3263,-0.333333333,0,0,0,0,-1,-0.428571429
3264,-1,0,0,0,0,-1,0.428571429
3265,0.333333333,0,0,0,0,-1,-0.428571429
3266,-0.333333333,0,-1,0,-1,1,-0.428571429
3267,-1,0,0,0,-1,1,0.428571429
3268,1,0,0,0,-1,1,-1
3269,-1,0,0,0,-1,-1,-0.428571429
3270,0.333333333,0,-1,-1,-1,-1,-0.428571429
3271,-0.333333333,0,0,0,-1,-1,-0.428571429
3272,0.333333333,-1,-1,-1,0,-1,-1
3273,0.333333333,0,0,0,0,-1,-1
3274,0.333333333,0,0,0,0,-1,-0.428571429
3275,0.333333333,-1,0,-1,-1,-1,-0.428571429
3276,-1,-1,0,0,0,-1,0.428571429
3277,-0.333333333,0,0,0,0,-1,0.428571429
3278,0.333333333,-1,0,-1,-1,-1,-0.428571429
3279,-0.333333333,0,0,0,0,-1,-0.428571429
3280,-0.333333333,0,0,0,-1,-1,0.428571429
3281,0.333333333,0,-1,-1,-1,-1,-0.428571429
3282,1,0,0,-1,-1,-1,-0.428571429
3283,1,1,0,0,0,1,-0.428571429
3284,-0.333333333,0,1,0,0,1,0.428571429
3285,-0.333333333,0,-1,0,0,1,0.428571429
3286,-0.333333333,0,0,0,0,-1,-0.428571429
3287,0.333333333,-1,0,0,0,-1,-1
3288,0.333333333,0,0,0,0,-1,-0.428571429
3289,-1,0,0,-1,0,1,-0.428571429
3290,-1,-1,0,0,0,1,-0.428571429
3291,-1,0,0,0,0,1,0.428571429
3292,0.333333333,0,0,0,0,-1,-0.428571429
3293,-1,0,0,-1,0,-1,0.428571429
3294,1,0,0,0,0,-1,-0.428571429
3295,-0.333333333,-1,0,0,0,-1,0.428571429
3296,-0.333333333,-1,0,-1,0,-1,-0.428571429
3297,-0.333333333,-1,0,-1,0,-1,0.428571429
3298,0.333333333,0,0,0,0,-1,-0.428571429
3299,1,0,0,-1,0,1,-0.428571429
3300,0.333333333,0,0,0,0,1,1
3301,1,0,0,0,0,1,1
3302,-0.333333333,0,0,0,1,-1,0.428571429
3303,0.333333333,0,0,0,-1,-1,0.428571429
3304,1,0,0,0,-1,-1,1
3305,-1,0,0,0,-1,-1,-0.428571429
3306,-1,0,0,0,0,-1,-0.428571429
3307,-1,-1,0,-1,0,-1,-0.428571429
3308,0.333333333,0,-1,0,-1,-1,-1
3309,-1,0,0,0,0,-1,-0.428571429
3310,-1,0,0,-1,-1,-1,-0.428571429
3311,0.333333333,0,1,0,0,-1,-1
3312,1,-1,0,-1,0,-1,0.428571429
3313,0.333333333,0,-1,0,-1,-1,0.428571429
3314,1,0,0,0,-1,-1,0.428571429
3315,-0.333333333,0,-1,0,-1,-1,0.428571429
3316,1,1,0,0,0,-1,-0.428571429
3317,0.333333333,0,-1,0,-1,-1,-1
3318,0.333333333,0,0,0,-1,-1,0.428571429
3319,0.333333333,-1,-1,0,-1,-1,-0.428571429
3320,1,0,-1,0,0,-1,-1
3321,-0.333333333,0,0,0,0,-1,0.428571429
3322,1,0,-1,0,-1,-1,0.428571429
3323,-1,0,-1,0,0,-1,-0.428571429
3324,-1,0,0,0,-1,-1,-0.428571429
3325,-1,0,0,-1,0,-1,-0.428571429
3326,0.333333333,-1,0,0,0,-1,0.428571429
3327,1,0,-1,0,0,-1,0.428571429
3328,-0.333333333,-1,-1,0,0,-1,-0.428571429
3329,0.333333333,1,0,0,0,-1,-0.428571429
3330,1,1,-1,-1,-1,-1,0.428571429
3331,0.333333333,0,0,0,0,-1,-1
3332,-0.333333333,-1,0,-1,-1,-1,-1
3333,-1,0,0,-1,0,-1,-0.428571429
3334,-0.333333333,-1,0,0,0,-1,0.428571429
3335,0.333333333,0,0,-1,0,-1,0.428571429
3336,0.333333333,0,0,-1,0,-1,0.428571429
3337,0.333333333,0,0,0,0,-1,-1
3338,0.333333333,0,-1,-1,0,-1,-0.428571429
3339,0.333333333,0,0,0,0,-1,0.428571429
3340,0.333333333,0,0,0,-1,-1,0.428571429
3341,1,-1,-1,0,-1,-1,-0.428571429
3342,1,-1,0,0,0,-1,-0.428571429
3343,0.333333333,0,0,-1,0,-1,0.428571429
3344,-0.333333333,0,0,-1,0,-1,0.428571429
3345,0.333333333,0,0,1,1,-1,0.428571429
3346,-0.333333333,-1,0,0,-1,1,-1
3347,-1,0,1,-1,-1,1,-0.428571429
3348,-0.333333333,0,0,0,0,1,1
3349,0.333333333,0,0,0,0,-1,1
3350,-0.333333333,0,0,0,-1,-1,-0.428571429
3351,-0.333333333,-1,0,0,0,-1,-0.428571429
3352,0.333333333,-1,0,-1,0,-1,0.428571429
3353,-0.333333333,0,0,0,0,-1,-0.428571429
3354,0.333333333,-1,0,0,0,-1,-0.428571429
3355,1,0,0,0,0,-1,-0.428571429
3356,-1,0,0,-1,0,-1,0.428571429
3357,0.333333333,0,0,0,0,-1,0.428571429
3358,-0.333333333,0,0,0,0,-1,-1
3359,-1,0,0,0,0,-1,0.428571429
3360,1,-1,0,0,0,-1,-0.428571429
3361,1,0,0,0,0,-1,-0.428571429
3362,-0.333333333,0,-1,0,0,-1,-0.428571429
3363,1,-1,0,0,0,-1,1
3364,-1,0,0,0,0,-1,-0.428571429
3365,0.333333333,0,0,0,0,-1,0.428571429
3366,-0.333333333,0,-1,0,0,-1,0.428571429
3367,0.333333333,0,0,0,0,-1,0.428571429
3368,0.333333333,0,0,0,0,-1,0.428571429
3369,1,0,-1,-1,-1,-1,-0.428571429
3370,-0.333333333,0,0,-1,-1,-1,-1
3371,-0.333333333,0,0,0,0,-1,-1
3372,1,-1,0,0,-1,-1,-0.428571429
3373,-0.333333333,-1,0,0,0,-1,-0.428571429
3374,1,0,0,-1,-1,-1,-1
3375,0.333333333,0,0,0,0,-1,-0.428571429
3376,-0.333333333,-1,0,-1,-1,-1,-0.428571429
3377,-0.333333333,0,0,0,0,-1,0.428571429
3378,0.333333333,0,0,0,-1,-1,0.428571429
3379,0.333333333,0,0,-1,0,-1,-0.428571429
3380,-0.333333333,-1,0,0,0,-1,-0.428571429
3381,-1,0,0,0,0,-1,-0.428571429
3382,1,1,0,0,0,-1,-0.428571429
3383,1,-1,0,-1,-1,-1,-0.428571429
3384,1,0,0,-1,0,-1,0.428571429
3385,0.333333333,0,1,-1,-1,-1,0.428571429
3386,-0.333333333,0,0,0,-1,-1,0.428571429
3387,-0.333333333,-1,0,0,0,-1,-0.428571429
3388,0.333333333,0,1,0,0,-1,-1
3389,-0.333333333,0,0,0,0,-1,-1
3390,-0.333333333,1,0,0,-1,-1,0.428571429
3391,0.333333333,0,-1,-1,0,-1,1
3392,0.333333333,0,0,0,-1,-1,1
3393,0.333333333,0,0,0,0,-1,-0.428571429
3394,-0.333333333,0,0,0,0,-1,0.428571429
3395,-0.333333333,-1,-1,-1,0,-1,0.428571429
3396,0.333333333,-1,0,0,-1,-1,0.428571429
3397,0.333333333,-1,0,0,-1,-1,0.428571429
3398,-1,0,-1,-1,-1,-1,-0.428571429
3399,-0.333333333,-1,0,0,0,-1,-0.428571429
3400,-0.333333333,0,0,0,0,-1,1
3401,-0.333333333,0,-1,0,0,-1,0.428571429
3402,-0.333333333,0,0,0,0,-1,1
3403,1,1,0,-1,-1,-1,-1
3404,-0.333333333,0,-1,-1,0,-1,0.428571429
3405,0.333333333,0,0,0,0,-1,0.428571429
3406,0.333333333,0,0,-1,0,-1,1
3407,0.333333333,0,0,0,0,-1,0.428571429
3408,-0.333333333,0,0,-1,0,-1,1
3409,0.333333333,0,0,-1,0,-1,-0.428571429
3410,-0.333333333,-1,0,0,0,-1,-0.428571429
3411,0.333333333,0,0,0,-1,-1,-1
3412,0.333333333,0,-1,-1,0,-1,-0.428571429
3413,-0.333333333,0,0,0,0,-1,-0.428571429
3414,1,0,-1,0,0,-1,-0.428571429
3415,1,-1,-1,-1,-1,-1,-0.428571429
3416,0.333333333,1,0,0,0,-1,-0.428571429
3417,-0.333333333,0,0,0,1,-1,1
3418,-0.333333333,-1,0,0,0,-1,0.428571429
3419,-0.333333333,0,-1,0,0,-1,-1
3420,-0.333333333,0,-1,-1,-1,1,-0.428571429
3421,0.333333333,0,0,-1,-1,1,-0.428571429
3422,-0.333333333,-1,0,0,-1,1,-1
3423,-0.333333333,0,0,0,0,1,-0.428571429
3424,1,0,0,0,0,1,-0.428571429
3425,1,0,0,0,0,1,-1
3426,-0.333333333,0,0,0,0,1,-1
3427,0.333333333,-1,0,0,0,1,0.428571429
3428,1,-1,0,0,0,-1,-0.428571429
3429,0.333333333,0,0,0,-1,-1,0.428571429
3430,-1,-1,0,0,0,-1,0.428571429
3431,-0.333333333,0,0,0,0,-1,-0.428571429
3432,1,-1,0,-1,0,-1,-1
3433,-0.333333333,-1,0,0,0,-1,-1
3434,-1,0,-1,0,0,-1,-0.428571429
3435,-0.333333333,-1,0,0,0,-1,-0.428571429
3436,-0.333333333,0,0,0,0,-1,-0.428571429
3437,0.333333333,0,0,0,0,-1,-0.428571429
3438,0.333333333,0,0,-1,0,-1,-1
3439,0.333333333,0,0,0,0,-1,-0.428571429
3440,1,0,0,0,0,-1,-0.428571429
3441,-0.333333333,0,0,0,-1,-1,0.428571429
3442,-0.333333333,-1,0,0,0,1,-0.428571429
3443,0.333333333,0,0,-1,0,1,-0.428571429
3444,-1,-1,0,0,0,1,0.428571429
3445,-0.333333333,0,0,0,1,-1,0.428571429
3446,-0.333333333,0,0,0,0,-1,0.428571429
3447,1,0,0,0,-1,-1,0.428571429
3448,-1,-1,0,-1,-1,-1,-0.428571429
3449,1,0,0,0,1,-1,-0.428571429
3450,1,0,0,-1,0,-1,1
3451,0.333333333,0,0,0,0,-1,-0.428571429
3452,1,-1,0,0,0,-1,-1
3453,0.333333333,0,0,0,0,-1,0.428571429
3454,-0.333333333,0,0,0,0,-1,-0.428571429
3455,0.333333333,0,0,0,0,-1,-0.428571429
3456,-0.333333333,0,-1,0,0,-1,-0.428571429
3457,-0.333333333,0,0,0,0,-1,-0.428571429
3458,1,1,0,0,0,1,-0.428571429
3459,-0.333333333,0,0,-1,0,1,-0.428571429
3460,-1,0,0,0,0,1,-0.428571429
3461,-1,0,0,0,0,1,0.428571429
3462,-0.333333333,0,0,0,-1,1,-0.428571429
3463,-0.333333333,0,0,0,-1,1,0.428571429
3464,-0.333333333,0,0,0,-1,1,-0.428571429
3465,-0.333333333,1,1,0,1,-1,-0.428571429
3466,-0.333333333,0,0,0,-1,-1,-0.428571429
3467,0.333333333,-1,0,0,-1,-1,-0.428571429
3468,1,0,0,0,-1,1,-0.428571429
3469,0.333333333,-1,0,0,0,1,1
3470,1,-1,0,0,0,1,-1
3471,0.333333333,-1,1,-1,0,-1,-0.428571429
3472,0.333333333,1,0,0,-1,-1,-0.428571429
3473,0.333333333,0,0,-1,0,-1,-0.428571429
3474,0.333333333,-1,-1,0,0,-1,-1
3475,1,0,0,0,0,-1,0.428571429
3476,-0.333333333,-1,0,0,0,-1,-0.428571429
3477,0.333333333,0,0,-1,-1,-1,1
3478,-0.333333333,0,0,-1,0,-1,0.428571429
3479,-1,0,0,0,-1,-1,0.428571429
3480,-0.333333333,0,0,0,0,-1,0.428571429
3481,-1,0,0,1,0,-1,1
3482,-0.333333333,-1,0,0,-1,-1,-0.428571429
3483,-0.333333333,0,0,0,0,-1,1
3484,1,-1,1,0,-1,-1,-0.428571429
3485,0.333333333,0,0,0,0,-1,-0.428571429
3486,1,-1,0,0,0,-1,0.428571429
3487,-0.333333333,0,0,1,0,-1,-1
3488,-0.333333333,0,0,0,0,-1,-0.428571429
3489,-0.333333333,0,-1,0,0,-1,-0.428571429
3490,-0.333333333,0,0,0,0,-1,-0.428571429
3491,1,0,0,0,0,-1,-0.428571429
3492,-0.333333333,0,0,-1,-1,-1,-0.428571429
3493,-1,0,-1,0,0,-1,-0.428571429
3494,0.333333333,0,0,0,-1,-1,0.428571429
3495,-1,0,0,0,0,-1,0.428571429
3496,0.333333333,0,0,0,-1,-1,0.428571429
3497,-0.333333333,0,1,0,0,1,1
3498,0.333333333,0,0,-1,-1,1,-1
3499,0.333333333,0,0,0,1,1,0.428571429
3500,-1,-1,0,0,0,-1,0.428571429
3501,-1,0,0,0,0,-1,1
3502,1,0,0,-1,0,-1,-1
3503,-0.333333333,0,1,0,0,-1,0.428571429
3504,1,0,0,0,-1,-1,-0.428571429
3505,0.333333333,1,-1,0,-1,-1,-1
